chrom	source	feature	start	end	score	strand	frame	attributes	Description	Name	Parent	counts
chr2	HAVANA	gene	98087116	98313299	.	+	.	ID=ENSG00000168658.19;gene_id=ENSG00000168658.19;gene_type=protein_coding;gene_name=VWA3B;level=2;hgnc_id=HGNC:28385;tag=overlapping_locus;havana_gene=OTTHUMG00000153104.5	VWA3B	ENSG00000168658.19	ENSG00000168658.19	21
chr2	HAVANA	gene	98444854	98594392	.	+	.	ID=ENSG00000040933.16;gene_id=ENSG00000040933.16;gene_type=protein_coding;gene_name=INPP4A;level=2;hgnc_id=HGNC:6074;havana_gene=OTTHUMG00000153106.4	INPP4A	ENSG00000040933.16	ENSG00000040933.16	10
chr2	HAVANA	gene	98608579	98618515	.	+	.	ID=ENSG00000115446.12;gene_id=ENSG00000115446.12;gene_type=protein_coding;gene_name=UNC50;level=1;hgnc_id=HGNC:16046;havana_gene=OTTHUMG00000130562.2	UNC50	ENSG00000115446.12	ENSG00000115446.12	6
chr2	HAVANA	gene	98619106	98731132	.	-	.	ID=ENSG00000071073.13;gene_id=ENSG00000071073.13;gene_type=protein_coding;gene_name=MGAT4A;level=2;hgnc_id=HGNC:7047;havana_gene=OTTHUMG00000130563.6	MGAT4A	ENSG00000071073.13	ENSG00000071073.13	9
chr2	HAVANA	gene	98761098	98775361	.	-	.	ID=ENSG00000226791.7;gene_id=ENSG00000226791.7;gene_type=lncRNA;gene_name=LINC02611;level=1;hgnc_id=HGNC:54060;havana_gene=OTTHUMG00000153173.9	LINC02611	ENSG00000226791.7	ENSG00000226791.7	11
chr2	HAVANA	gene	98793846	98936259	.	-	.	ID=ENSG00000196872.12;gene_id=ENSG00000196872.12;gene_type=protein_coding;gene_name=CRACDL;level=1;hgnc_id=HGNC:33454;tag=ncRNA_host;havana_gene=OTTHUMG00000153171.10	CRACDL	ENSG00000196872.12	ENSG00000196872.12	7
chr2	HAVANA	gene	98997261	99154964	.	-	.	ID=ENSG00000135951.16;gene_id=ENSG00000135951.16;gene_type=protein_coding;gene_name=TSGA10;level=2;hgnc_id=HGNC:14927;havana_gene=OTTHUMG00000130637.5	TSGA10	ENSG00000135951.16	ENSG00000135951.16	19
chr2	HAVANA	gene	99154955	99163157	.	+	.	ID=ENSG00000144182.17;gene_id=ENSG00000144182.17;gene_type=protein_coding;gene_name=LIPT1;level=2;hgnc_id=HGNC:29569;tag=overlapping_locus;havana_gene=OTTHUMG00000130640.5	LIPT1	ENSG00000144182.17	ENSG00000144182.17	8
chr2	HAVANA	gene	99161427	99181058	.	-	.	ID=ENSG00000158411.11;gene_id=ENSG00000158411.11;gene_type=protein_coding;gene_name=MITD1;level=2;hgnc_id=HGNC:25207;havana_gene=OTTHUMG00000130638.6	MITD1	ENSG00000158411.11	ENSG00000158411.11	9
chr2	HAVANA	gene	99242246	99255282	.	-	.	ID=ENSG00000185674.9;gene_id=ENSG00000185674.9;gene_type=protein_coding;gene_name=LYG2;level=2;hgnc_id=HGNC:29615;havana_gene=OTTHUMG00000130643.3	LYG2	ENSG00000185674.9	ENSG00000185674.9	6
chr2	HAVANA	gene	99318982	99340702	.	-	.	ID=ENSG00000115514.12;gene_id=ENSG00000115514.12;gene_type=protein_coding;gene_name=TXNDC9;level=1;hgnc_id=HGNC:24110;havana_gene=OTTHUMG00000130641.7	TXNDC9	ENSG00000115514.12	ENSG00000115514.12	9
chr2	HAVANA	gene	99400475	99490035	.	-	.	ID=ENSG00000135945.10;gene_id=ENSG00000135945.10;gene_type=protein_coding;gene_name=REV1;level=2;hgnc_id=HGNC:14060;havana_gene=OTTHUMG00000130636.4	REV1	ENSG00000135945.10	ENSG00000135945.10	16
chr2	HAVANA	gene	99545419	100192428	.	-	.	ID=ENSG00000144218.21;gene_id=ENSG00000144218.21;gene_type=protein_coding;gene_name=AFF3;level=2;hgnc_id=HGNC:6473;havana_gene=OTTHUMG00000153011.13	AFF3	ENSG00000144218.21	ENSG00000144218.21	28
chr2	HAVANA	gene	100391860	100417668	.	-	.	ID=ENSG00000115526.11;gene_id=ENSG00000115526.11;gene_type=protein_coding;gene_name=CHST10;level=2;hgnc_id=HGNC:19650;havana_gene=OTTHUMG00000130669.11	CHST10	ENSG00000115526.11	ENSG00000115526.11	12
chr2	HAVANA	gene	100820139	100996829	.	+	.	ID=ENSG00000170485.17;gene_id=ENSG00000170485.17;gene_type=protein_coding;gene_name=NPAS2;level=1;hgnc_id=HGNC:7895;tag=overlapping_locus;havana_gene=OTTHUMG00000130675.8	NPAS2	ENSG00000170485.17	ENSG00000170485.17	12
chr2	HAVANA	gene	101002229	101024032	.	+	.	ID=ENSG00000071082.11;gene_id=ENSG00000071082.11;gene_type=protein_coding;gene_name=RPL31;level=1;hgnc_id=HGNC:10334;havana_gene=OTTHUMG00000130687.8	RPL31	ENSG00000071082.11	ENSG00000071082.11	11
chr2	HAVANA	gene	101007228	101252866	.	-	.	ID=ENSG00000204634.13;gene_id=ENSG00000204634.13;gene_type=protein_coding;gene_name=TBC1D8;level=2;hgnc_id=HGNC:17791;havana_gene=OTTHUMG00000153040.2	TBC1D8	ENSG00000204634.13	ENSG00000204634.13	10
chr2	HAVANA	gene	101271219	101308701	.	-	.	ID=ENSG00000163162.9;gene_id=ENSG00000163162.9;gene_type=protein_coding;gene_name=RNF149;level=1;hgnc_id=HGNC:23137;tag=ncRNA_host;havana_gene=OTTHUMG00000130685.3	RNF149	ENSG00000163162.9	ENSG00000163162.9	6
chr2	HAVANA	gene	101397359	101475112	.	-	.	ID=ENSG00000196460.14;gene_id=ENSG00000196460.14;gene_type=protein_coding;gene_name=RFX8;level=2;hgnc_id=HGNC:37253;havana_gene=OTTHUMG00000130693.7	RFX8	ENSG00000196460.14	ENSG00000196460.14	6
chr2	HAVANA	gene	101696850	101894689	.	+	.	ID=ENSG00000071054.16;gene_id=ENSG00000071054.16;gene_type=protein_coding;gene_name=MAP4K4;level=2;hgnc_id=HGNC:6866;havana_gene=OTTHUMG00000155394.5	MAP4K4	ENSG00000071054.16	ENSG00000071054.16	21
chr2	HAVANA	gene	101991960	102028544	.	+	.	ID=ENSG00000115590.14;gene_id=ENSG00000115590.14;gene_type=protein_coding;gene_name=IL1R2;level=2;hgnc_id=HGNC:5994;havana_gene=OTTHUMG00000130695.3	IL1R2	ENSG00000115590.14	ENSG00000115590.14	9
chr2	HAVANA	gene	102064544	102179874	.	+	.	ID=ENSG00000115594.12;gene_id=ENSG00000115594.12;gene_type=protein_coding;gene_name=IL1R1;level=1;hgnc_id=HGNC:5993;havana_gene=OTTHUMG00000130783.6	IL1R1	ENSG00000115594.12	ENSG00000115594.12	13
chr2	HAVANA	gene	102311502	102352037	.	+	.	ID=ENSG00000115602.17;gene_id=ENSG00000115602.17;gene_type=protein_coding;gene_name=IL1RL1;level=2;hgnc_id=HGNC:5998;tag=overlapping_locus;havana_gene=OTTHUMG00000130782.4	IL1RL1	ENSG00000115602.17	ENSG00000115602.17	9
chr2	HAVANA	gene	102714630	102736888	.	-	.	ID=ENSG00000135953.11;gene_id=ENSG00000135953.11;gene_type=protein_coding;gene_name=MFSD9;level=1;hgnc_id=HGNC:28158;havana_gene=OTTHUMG00000130781.4	MFSD9	ENSG00000135953.11	ENSG00000135953.11	8
chr2	HAVANA	gene	102736905	103019900	.	+	.	ID=ENSG00000170417.16;gene_id=ENSG00000170417.16;gene_type=protein_coding;gene_name=TMEM182;level=1;hgnc_id=HGNC:26391;havana_gene=OTTHUMG00000130779.7	TMEM182	ENSG00000170417.16	ENSG00000170417.16	11
chr2	HAVANA	gene	103874310	104077778	.	+	.	ID=ENSG00000256637.7;gene_id=ENSG00000256637.7;gene_type=lncRNA;gene_name=LINC01965;level=2;hgnc_id=HGNC:52790;havana_gene=OTTHUMG00000167762.5	LINC01965	ENSG00000256637.7	ENSG00000256637.7	7
chr2	HAVANA	gene	104430130	104532747	.	+	.	ID=ENSG00000235597.2;gene_id=ENSG00000235597.2;gene_type=lncRNA;gene_name=LINC01102;level=2;hgnc_id=HGNC:27165;havana_gene=OTTHUMG00000153050.33	LINC01102	ENSG00000235597.2	ENSG00000235597.2	35
chr2	HAVANA	gene	104794848	104853183	.	-	.	ID=ENSG00000233639.7;gene_id=ENSG00000233639.7;gene_type=lncRNA;gene_name=PANTR1;level=2;hgnc_id=HGNC:49513;havana_gene=OTTHUMG00000195987.1	PANTR1	ENSG00000233639.7	ENSG00000233639.7	10
chr2	HAVANA	gene	104853285	104927722	.	+	.	ID=ENSG00000269707.2;gene_id=ENSG00000269707.2;gene_type=lncRNA;gene_name=RP11-13J10.1;level=2;tag=overlapping_locus;havana_gene=OTTHUMG00000182993.2	RP11-13J10.1	ENSG00000269707.2	ENSG00000269707.2	6
chr2	HAVANA	gene	105357712	105438513	.	-	.	ID=ENSG00000115641.19;gene_id=ENSG00000115641.19;gene_type=protein_coding;gene_name=FHL2;level=2;hgnc_id=HGNC:3703;havana_gene=OTTHUMG00000153120.6	FHL2	ENSG00000115641.19	ENSG00000115641.19	12
chr2	HAVANA	gene	105744912	105894274	.	+	.	ID=ENSG00000071051.14;gene_id=ENSG00000071051.14;gene_type=protein_coding;gene_name=NCK2;level=2;hgnc_id=HGNC:7665;havana_gene=OTTHUMG00000153116.4	NCK2	ENSG00000071051.14	ENSG00000071051.14	6
chr2	HAVANA	gene	105846534	105857177	.	-	.	ID=ENSG00000235522.6;gene_id=ENSG00000235522.6;gene_type=lncRNA;gene_name=AC009505.2;level=2;havana_gene=OTTHUMG00000153117.4	AC009505.2	ENSG00000235522.6	ENSG00000235522.6	6
chr2	HAVANA	gene	106063246	106078155	.	+	.	ID=ENSG00000119147.10;gene_id=ENSG00000119147.10;gene_type=protein_coding;gene_name=ECRG4;level=1;hgnc_id=HGNC:24642;havana_gene=OTTHUMG00000130921.4	ECRG4	ENSG00000119147.10	ENSG00000119147.10	6
chr2	HAVANA	gene	106093308	106194301	.	-	.	ID=ENSG00000115652.15;gene_id=ENSG00000115652.15;gene_type=protein_coding;gene_name=UXS1;level=2;hgnc_id=HGNC:17729;havana_gene=OTTHUMG00000153150.3	UXS1	ENSG00000115652.15	ENSG00000115652.15	15
chr2	HAVANA	gene	107529292	107556499	.	+	.	ID=ENSG00000224568.2;gene_id=ENSG00000224568.2;gene_type=lncRNA;gene_name=LINC01886;level=1;hgnc_id=HGNC:52705;havana_gene=OTTHUMG00000153209.8	LINC01886	ENSG00000224568.2	ENSG00000224568.2	8
chr2	HAVANA	gene	107823063	107826891	.	-	.	ID=ENSG00000230651.8;gene_id=ENSG00000230651.8;gene_type=lncRNA;gene_name=RGPD4-AS1;level=1;hgnc_id=HGNC:49273;havana_gene=OTTHUMG00000153314.4	RGPD4-AS1	ENSG00000230651.8	ENSG00000230651.8	6
chr2	HAVANA	gene	108288639	108309915	.	+	.	ID=ENSG00000198203.10;gene_id=ENSG00000198203.10;gene_type=protein_coding;gene_name=SULT1C2;level=1;hgnc_id=HGNC:11456;havana_gene=OTTHUMG00000153215.4	SULT1C2	ENSG00000198203.10	ENSG00000198203.10	9
chr2	HAVANA	gene	108449191	108509415	.	+	.	ID=ENSG00000135968.21;gene_id=ENSG00000135968.21;gene_type=protein_coding;gene_name=GCC2;level=2;hgnc_id=HGNC:23218;havana_gene=OTTHUMG00000153214.17	GCC2	ENSG00000135968.21	ENSG00000135968.21	13
chr2	HAVANA	gene	108534355	108687246	.	+	.	ID=ENSG00000169756.16;gene_id=ENSG00000169756.16;gene_type=protein_coding;gene_name=LIMS1;level=2;hgnc_id=HGNC:6616;havana_gene=OTTHUMG00000130983.11	LIMS1	ENSG00000169756.16	ENSG00000169756.16	15
chr2	HAVANA	gene	108786757	108885477	.	+	.	ID=ENSG00000163006.12;gene_id=ENSG00000163006.12;gene_type=protein_coding;gene_name=CCDC138;level=1;hgnc_id=HGNC:26531;tag=overlapping_locus;havana_gene=OTTHUMG00000130980.6	CCDC138	ENSG00000163006.12	ENSG00000163006.12	8
chr2	HAVANA	gene	109542799	109614143	.	-	.	ID=ENSG00000186522.15;gene_id=ENSG00000186522.15;gene_type=protein_coding;gene_name=SEPTIN10;level=1;hgnc_id=HGNC:14349;tag=overlapping_locus;havana_gene=OTTHUMG00000154957.6	SEPTIN10	ENSG00000186522.15	ENSG00000186522.15	14
chr2	HAVANA	gene	109792758	109857705	.	+	.	ID=ENSG00000015568.13;gene_id=ENSG00000015568.13;gene_type=protein_coding;gene_name=RGPD5;level=2;hgnc_id=HGNC:32418;havana_gene=OTTHUMG00000130985.18	RGPD5	ENSG00000015568.13	ENSG00000015568.13	13
chr2	HAVANA	gene	109898428	109924868	.	+	.	ID=ENSG00000256977.12;gene_id=ENSG00000256977.12;gene_type=protein_coding;gene_name=LIMS3;level=2;hgnc_id=HGNC:30047;tag=overlapping_locus;havana_gene=OTTHUMG00000191772.1	LIMS3	ENSG00000256977.12	ENSG00000256977.12	6
chr2	HAVANA	gene	109933161	109974085	.	+	.	ID=ENSG00000186148.13;gene_id=ENSG00000186148.13;gene_type=transcribed_unprocessed_pseudogene;gene_name=AC013271.3;level=2;tag=overlapping_locus;havana_gene=OTTHUMG00000191773.2	AC013271.3	ENSG00000186148.13	ENSG00000186148.13	8
chr2	HAVANA	gene	110122311	110205066	.	-	.	ID=ENSG00000144061.14;gene_id=ENSG00000144061.14;gene_type=protein_coding;gene_name=NPHP1;level=1;hgnc_id=HGNC:7905;havana_gene=OTTHUMG00000131195.3	NPHP1	ENSG00000144061.14	ENSG00000144061.14	22
chr2	HAVANA	gene	110397406	110435166	.	-	.	ID=ENSG00000184115.17;gene_id=ENSG00000184115.17;gene_type=transcribed_unprocessed_pseudogene;gene_name=RP13-1039J1.2;level=2;tag=overlapping_locus;havana_gene=OTTHUMG00000167880.3	RP13-1039J1.2	ENSG00000184115.17	ENSG00000184115.17	7
chr2	HAVANA	gene	110513802	110577222	.	-	.	ID=ENSG00000183054.12;gene_id=ENSG00000183054.12;gene_type=protein_coding;gene_name=RGPD6;level=2;hgnc_id=HGNC:32419;havana_gene=OTTHUMG00000153196.11	RGPD6	ENSG00000183054.12	ENSG00000183054.12	11
chr2	HAVANA	gene	110637528	110678063	.	-	.	ID=ENSG00000169679.15;gene_id=ENSG00000169679.15;gene_type=protein_coding;gene_name=BUB1;level=2;hgnc_id=HGNC:1148;havana_gene=OTTHUMG00000153638.6	BUB1	ENSG00000169679.15	ENSG00000169679.15	14
chr2	HAVANA	gene	110732539	111120610	.	+	.	ID=ENSG00000153093.20;gene_id=ENSG00000153093.20;gene_type=protein_coding;gene_name=ACOXL;level=1;hgnc_id=HGNC:25621;tag=overlapping_locus;havana_gene=OTTHUMG00000131257.5	ACOXL	ENSG00000153093.20	ENSG00000153093.20	11
chr2	HAVANA	gene	111006015	111523376	.	-	.	ID=ENSG00000172965.17;gene_id=ENSG00000172965.17;gene_type=lncRNA;gene_name=MIR4435-2HG;level=2;hgnc_id=HGNC:35163;tag=ncRNA_host,overlapping_locus;havana_gene=OTTHUMG00000150313.58	MIR4435-2HG	ENSG00000172965.17	ENSG00000172965.17	108
chr2	HAVANA	gene	111119378	111168445	.	+	.	ID=ENSG00000153094.24;gene_id=ENSG00000153094.24;gene_type=protein_coding;gene_name=BCL2L11;level=2;hgnc_id=HGNC:994;havana_gene=OTTHUMG00000131256.10	BCL2L11	ENSG00000153094.24	ENSG00000153094.24	23
chr2	HAVANA	gene	111611639	111884690	.	-	.	ID=ENSG00000153107.13;gene_id=ENSG00000153107.13;gene_type=protein_coding;gene_name=ANAPC1;level=2;hgnc_id=HGNC:19988;tag=ncRNA_host,overlapping_locus;havana_gene=OTTHUMG00000192458.2	ANAPC1	ENSG00000153107.13	ENSG00000153107.13	11
chr2	HAVANA	gene	111898607	112029561	.	+	.	ID=ENSG00000153208.17;gene_id=ENSG00000153208.17;gene_type=protein_coding;gene_name=MERTK;level=2;hgnc_id=HGNC:7027;tag=ncRNA_host;havana_gene=OTTHUMG00000131278.5	MERTK	ENSG00000153208.17	ENSG00000153208.17	7
chr2	HAVANA	gene	112055269	112119318	.	+	.	ID=ENSG00000153214.11;gene_id=ENSG00000153214.11;gene_type=protein_coding;gene_name=TMEM87B;level=2;hgnc_id=HGNC:25913;havana_gene=OTTHUMG00000153266.6	TMEM87B	ENSG00000153214.11	ENSG00000153214.11	7
chr2	HAVANA	gene	112138385	112188218	.	+	.	ID=ENSG00000144152.13;gene_id=ENSG00000144152.13;gene_type=protein_coding;gene_name=FBLN7;level=1;hgnc_id=HGNC:26740;havana_gene=OTTHUMG00000153267.5	FBLN7	ENSG00000144152.13	ENSG00000144152.13	7
chr2	HAVANA	gene	112211529	112255136	.	-	.	ID=ENSG00000144161.13;gene_id=ENSG00000144161.13;gene_type=protein_coding;gene_name=ZC3H8;level=2;hgnc_id=HGNC:30941;havana_gene=OTTHUMG00000153270.4	ZC3H8	ENSG00000144161.13	ENSG00000144161.13	8
chr2	HAVANA	gene	112368369	112434488	.	-	.	ID=ENSG00000169629.12;gene_id=ENSG00000169629.12;gene_type=protein_coding;gene_name=RGPD8;level=1;hgnc_id=HGNC:9849;havana_gene=OTTHUMG00000153289.4	RGPD8	ENSG00000169629.12	ENSG00000169629.12	7
chr2	HAVANA	gene	112541915	112579818	.	+	.	ID=ENSG00000125630.16;gene_id=ENSG00000125630.16;gene_type=protein_coding;gene_name=POLR1B;level=1;hgnc_id=HGNC:20454;havana_gene=OTTHUMG00000131314.5	POLR1B	ENSG00000125630.16	ENSG00000125630.16	17
chr2	HAVANA	gene	112645939	112663825	.	+	.	ID=ENSG00000144136.11;gene_id=ENSG00000144136.11;gene_type=protein_coding;gene_name=SLC20A1;level=1;hgnc_id=HGNC:10946;havana_gene=OTTHUMG00000131317.5	SLC20A1	ENSG00000144136.11	ENSG00000144136.11	9
chr2	HAVANA	gene	112721486	112742879	.	+	.	ID=ENSG00000144130.11;gene_id=ENSG00000144130.11;gene_type=protein_coding;gene_name=NT5DC4;level=1;hgnc_id=HGNC:27678;havana_gene=OTTHUMG00000153308.1	NT5DC4	ENSG00000144130.11	ENSG00000144130.11	6
chr2	HAVANA	gene	112736349	112764664	.	-	.	ID=ENSG00000169607.13;gene_id=ENSG00000169607.13;gene_type=protein_coding;gene_name=CKAP2L;level=2;hgnc_id=HGNC:26877;havana_gene=OTTHUMG00000131313.3	CKAP2L	ENSG00000169607.13	ENSG00000169607.13	6
chr2	HAVANA	gene	112829751	112836816	.	-	.	ID=ENSG00000125538.12;gene_id=ENSG00000125538.12;gene_type=protein_coding;gene_name=IL1B;level=2;hgnc_id=HGNC:5992;havana_gene=OTTHUMG00000131344.4	IL1B	ENSG00000125538.12	ENSG00000125538.12	8
chr2	HAVANA	gene	113107214	113134016	.	+	.	ID=ENSG00000136689.19;gene_id=ENSG00000136689.19;gene_type=protein_coding;gene_name=IL1RN;level=1;hgnc_id=HGNC:6000;havana_gene=OTTHUMG00000131341.2	IL1RN	ENSG00000136689.19	ENSG00000136689.19	9
chr2	HAVANA	gene	113157325	113209396	.	+	.	ID=ENSG00000125637.16;gene_id=ENSG00000125637.16;gene_type=protein_coding;gene_name=PSD4;level=1;hgnc_id=HGNC:19096;havana_gene=OTTHUMG00000153339.4	PSD4	ENSG00000125637.16	ENSG00000125637.16	12
chr2	HAVANA	gene	113211421	113276581	.	+	.	ID=ENSG00000189223.15;gene_id=ENSG00000189223.15;gene_type=lncRNA;gene_name=PAX8-AS1;level=1;hgnc_id=HGNC:49271;tag=overlapping_locus;havana_gene=OTTHUMG00000153340.15	PAX8-AS1	ENSG00000189223.15	ENSG00000189223.15	30
chr2	HAVANA	gene	113215997	113278921	.	-	.	ID=ENSG00000125618.18;gene_id=ENSG00000125618.18;gene_type=protein_coding;gene_name=PAX8;level=1;hgnc_id=HGNC:8622;havana_gene=OTTHUMG00000128529.12	PAX8	ENSG00000125618.18	ENSG00000125618.18	14
chr2	HAVANA	gene	113437691	113496204	.	+	.	ID=ENSG00000136682.15;gene_id=ENSG00000136682.15;gene_type=protein_coding;gene_name=CBWD2;level=2;hgnc_id=HGNC:17907;havana_gene=OTTHUMG00000131360.4	CBWD2	ENSG00000136682.15	ENSG00000136682.15	11
chr2	HAVANA	gene	113526836	113542694	.	-	.	ID=ENSG00000231943.9;gene_id=ENSG00000231943.9;gene_type=lncRNA;gene_name=PGM5P4-AS1;level=2;hgnc_id=HGNC:51195;havana_gene=OTTHUMG00000047830.7	PGM5P4-AS1	ENSG00000231943.9	ENSG00000231943.9	6
chr2	HAVANA	gene	113627229	113643396	.	+	.	ID=ENSG00000144134.19;gene_id=ENSG00000144134.19;gene_type=protein_coding;gene_name=RABL2A;level=2;hgnc_id=HGNC:9799;havana_gene=OTTHUMG00000047828.6	RABL2A	ENSG00000144134.19	ENSG00000144134.19	19
chr2	HAVANA	gene	113705011	113756693	.	-	.	ID=ENSG00000115084.15;gene_id=ENSG00000115084.15;gene_type=protein_coding;gene_name=SLC35F5;level=1;hgnc_id=HGNC:23617;tag=ncRNA_host;havana_gene=OTTHUMG00000131361.6	SLC35F5	ENSG00000115084.15	ENSG00000115084.15	12
chr2	HAVANA	gene	113890063	113962596	.	+	.	ID=ENSG00000115091.12;gene_id=ENSG00000115091.12;gene_type=protein_coding;gene_name=ACTR3;level=2;hgnc_id=HGNC:170;tag=overlapping_locus;havana_gene=OTTHUMG00000153497.9	ACTR3	ENSG00000115091.12	ENSG00000115091.12	8
chr2	HAVANA	gene	113970719	114007304	.	+	.	ID=ENSG00000234199.3;gene_id=ENSG00000234199.3;gene_type=lncRNA;gene_name=LINC01191;level=1;hgnc_id=HGNC:49595;tag=overlapping_locus;havana_gene=OTTHUMG00000153529.7	LINC01191	ENSG00000234199.3	ENSG00000234199.3	6
chr2	HAVANA	gene	114442299	115845780	.	+	.	ID=ENSG00000175497.17;gene_id=ENSG00000175497.17;gene_type=protein_coding;gene_name=DPP10;level=2;hgnc_id=HGNC:20823;tag=overlapping_locus;havana_gene=OTTHUMG00000153294.10	DPP10	ENSG00000175497.17	ENSG00000175497.17	13
chr2	HAVANA	gene	115126622	115161384	.	-	.	ID=ENSG00000235026.6;gene_id=ENSG00000235026.6;gene_type=lncRNA;gene_name=DPP10-AS1;level=1;hgnc_id=HGNC:40941;havana_gene=OTTHUMG00000153346.2	DPP10-AS1	ENSG00000235026.6	ENSG00000235026.6	6
chr2	HAVANA	gene	117814691	117832377	.	+	.	ID=ENSG00000088205.13;gene_id=ENSG00000088205.13;gene_type=protein_coding;gene_name=DDX18;level=2;hgnc_id=HGNC:2741;havana_gene=OTTHUMG00000058521.10	DDX18	ENSG00000088205.13	ENSG00000088205.13	6
chr2	HAVANA	gene	117915478	118014133	.	-	.	ID=ENSG00000125633.11;gene_id=ENSG00000125633.11;gene_type=protein_coding;gene_name=CCDC93;level=2;hgnc_id=HGNC:25611;tag=overlapping_locus;havana_gene=OTTHUMG00000058517.6	CCDC93	ENSG00000125633.11	ENSG00000125633.11	9
chr2	HAVANA	gene	117995397	118055033	.	+	.	ID=ENSG00000235066.7;gene_id=ENSG00000235066.7;gene_type=lncRNA;gene_name=AC009303.1;level=2;tag=ncRNA_host,overlapping_locus;havana_gene=OTTHUMG00000058519.6	AC009303.1	ENSG00000235066.7	ENSG00000235066.7	10
chr2	HAVANA	gene	118088452	118110997	.	+	.	ID=ENSG00000125629.15;gene_id=ENSG00000125629.15;gene_type=protein_coding;gene_name=INSIG2;level=2;hgnc_id=HGNC:20452;havana_gene=OTTHUMG00000058518.3	INSIG2	ENSG00000125629.15	ENSG00000125629.15	8
chr2	HAVANA	gene	118132128	118222250	.	-	.	ID=ENSG00000226856.7;gene_id=ENSG00000226856.7;gene_type=lncRNA;gene_name=THORLNC;level=2;hgnc_id=HGNC:53788;havana_gene=OTTHUMG00000153418.6	THORLNC	ENSG00000226856.7	ENSG00000226856.7	7
chr2	HAVANA	gene	119302225	119366834	.	-	.	ID=ENSG00000186132.15;gene_id=ENSG00000186132.15;gene_type=protein_coding;gene_name=C2orf76;level=1;hgnc_id=HGNC:27017;havana_gene=OTTHUMG00000153298.4	C2orf76	ENSG00000186132.15	ENSG00000186132.15	6
chr2	HAVANA	gene	119366924	119372550	.	+	.	ID=ENSG00000155368.17;gene_id=ENSG00000155368.17;gene_type=protein_coding;gene_name=DBI;level=1;hgnc_id=HGNC:2690;havana_gene=OTTHUMG00000131403.4	DBI	ENSG00000155368.17	ENSG00000155368.17	12
chr2	HAVANA	gene	119544432	119662251	.	+	.	ID=ENSG00000163075.13;gene_id=ENSG00000163075.13;gene_type=protein_coding;gene_name=CFAP221;level=1;hgnc_id=HGNC:33720;havana_gene=OTTHUMG00000153310.2	CFAP221	ENSG00000163075.13	ENSG00000163075.13	17
chr2	HAVANA	gene	119679167	119686507	.	+	.	ID=ENSG00000144120.13;gene_id=ENSG00000144120.13;gene_type=protein_coding;gene_name=TMEM177;level=1;hgnc_id=HGNC:28143;havana_gene=OTTHUMG00000153312.3	TMEM177	ENSG00000144120.13	ENSG00000144120.13	6
chr2	HAVANA	gene	119759922	119984899	.	+	.	ID=ENSG00000088179.9;gene_id=ENSG00000088179.9;gene_type=protein_coding;gene_name=PTPN4;level=1;hgnc_id=HGNC:9656;havana_gene=OTTHUMG00000131436.9	PTPN4	ENSG00000088179.9	ENSG00000088179.9	12
chr2	HAVANA	gene	120013077	120179119	.	+	.	ID=ENSG00000115109.14;gene_id=ENSG00000115109.14;gene_type=protein_coding;gene_name=EPB41L5;level=2;hgnc_id=HGNC:19819;havana_gene=OTTHUMG00000131433.7	EPB41L5	ENSG00000115109.14	ENSG00000115109.14	10
chr2	HAVANA	gene	120240064	120294710	.	+	.	ID=ENSG00000144118.14;gene_id=ENSG00000144118.14;gene_type=protein_coding;gene_name=RALB;level=1;hgnc_id=HGNC:9840;havana_gene=OTTHUMG00000131435.22	RALB	ENSG00000144118.14	ENSG00000144118.14	8
chr2	HAVANA	gene	120735623	120992653	.	+	.	ID=ENSG00000074047.22;gene_id=ENSG00000074047.22;gene_type=protein_coding;gene_name=GLI2;level=2;hgnc_id=HGNC:4318;havana_gene=OTTHUMG00000153741.11	GLI2	ENSG00000074047.22	ENSG00000074047.22	12
chr2	HAVANA	gene	121337776	121649476	.	-	.	ID=ENSG00000074054.20;gene_id=ENSG00000074054.20;gene_type=protein_coding;gene_name=CLASP1;level=2;hgnc_id=HGNC:17088;tag=ncRNA_host;havana_gene=OTTHUMG00000153331.9	CLASP1	ENSG00000074054.20	ENSG00000074054.20	15
chr2	HAVANA	gene	121649320	121728563	.	+	.	ID=ENSG00000236859.7;gene_id=ENSG00000236859.7;gene_type=lncRNA;gene_name=NIFK-AS1;level=1;hgnc_id=HGNC:27385;tag=overlapping_locus;havana_gene=OTTHUMG00000153332.16	NIFK-AS1	ENSG00000236859.7	ENSG00000236859.7	15
chr2	HAVANA	gene	121726945	121736911	.	-	.	ID=ENSG00000155438.12;gene_id=ENSG00000155438.12;gene_type=protein_coding;gene_name=NIFK;level=2;hgnc_id=HGNC:17838;havana_gene=OTTHUMG00000131442.5	NIFK	ENSG00000155438.12	ENSG00000155438.12	7
chr2	HAVANA	gene	121737103	121767853	.	+	.	ID=ENSG00000211460.12;gene_id=ENSG00000211460.12;gene_type=protein_coding;gene_name=TSN;level=1;hgnc_id=HGNC:12379;havana_gene=OTTHUMG00000153334.5	TSN	ENSG00000211460.12	ENSG00000211460.12	12
chr2	HAVANA	gene	121779133	121809962	.	+	.	ID=ENSG00000224655.7;gene_id=ENSG00000224655.7;gene_type=lncRNA;gene_name=LINC01823;level=2;hgnc_id=HGNC:52628;havana_gene=OTTHUMG00000153333.18	LINC01823	ENSG00000224655.7	ENSG00000224655.7	17
